,summary_text
6724,<sos> 주차 공간 카페 음료 층 여 대중교통 방문 불편 <end>
6725,<sos> 겉보기 근방 대학생 작업 편안 동네 카페 층 건물 공간 널찍 테이블 각각 테이블 콘센트 존재 커피 맛 생각 가격대 랜 차 이즈 커피 산미 풍부 커피 본연 맛 보통 아메리카 노 이외 핸드 드립 커피 다양 원두 취급 카페 핸드 워시 핸드 타올 구비 화장실 청결 근처 지역 주민 시 추천 <end>
6726,<sos> 겉보기 근방 대학생 작업 편안 동네 카페 층 건물 공간 널찍 테이블 각각 테이블 콘센트 존재 커피 맛 생각 가격대 랜 차 이즈 커피 산미 풍부 커피 본연 맛 보통 아메리카 노 이외 핸드 드립 커피 다양 원두 취급 카페 핸드 워시 핸드 타올 구비 화장실 청결 근처 지역 주민 시 추천 <end>
6727,<sos> 겉보기 근방 대학생 작업 편안 동네 카페 층 건물 공간 널찍 테이블 각각 테이블 콘센트 존재 커피 맛 생각 가격대 랜 차 이즈 커피 산미 풍부 커피 본연 맛 보통 아메리카 노 이외 핸드 드립 커피 다양 원두 취급 카페 핸드 워시 핸드 타올 구비 화장실 청결 근처 지역 주민 시 추천 <end>
6728,<sos> 쿠키 맛 집 따뜻 세상 존 맛 <end>
6729,<sos> 쿠키 맛 집 따뜻 세상 존 맛 <end>
6730,<sos> 쿠키 맛 집 따뜻 세상 존 맛 <end>
6731,<sos> 쿠키 커피 가격 만족 사람 조용 <end>
6732,<sos> 쿠키 커피 가격 만족 사람 조용 <end>
6733,<sos> 쿠키 커피 가격 만족 사람 조용 <end>
6734,<sos> 매장 현 시대 외식업 딜레마 단적 호객 화려 조명 음식 입 즉석 조리 식품 맛 사진 스타 분 강추 구조적 컬러 감과 인테리어 조화 음식 집 편이 정신 건강 수명 길 식당 식사 만족 디저트 느낌 가능 <end>
6735,<sos> 매장 현 시대 외식업 딜레마 단적 호객 화려 조명 음식 입 즉석 조리 식품 맛 사진 스타 분 강추 구조적 컬러 감과 인테리어 조화 음식 집 편이 정신 건강 수명 길 식당 식사 만족 디저트 느낌 가능 <end>
6736,<sos> 매장 현 시대 외식업 딜레마 단적 호객 화려 조명 음식 입 즉석 조리 식품 맛 사진 스타 분 강추 구조적 컬러 감과 인테리어 조화 음식 집 편이 정신 건강 수명 길 식당 식사 만족 디저트 느낌 가능 <end>
6737,<sos> 바나나 푸딩 파운드 케익 담해 종류 다양 <end>
6738,<sos> 바나나 푸딩 파운드 케익 담해 종류 다양 <end>
6739,<sos> 바나나 푸딩 파운드 케익 담해 종류 다양 <end>
6740,<sos> 직접 카페 솔 아웃 비주얼 커피 저렴 맛 직원 친절 하심 화이트 인테리어 망원 지하철역 <end>
6741,<sos> 직접 카페 솔 아웃 비주얼 커피 저렴 맛 직원 친절 하심 화이트 인테리어 망원 지하철역 <end>
6742,<sos> 직접 카페 솔 아웃 비주얼 커피 저렴 맛 직원 친절 하심 화이트 인테리어 망원 지하철역 <end>
6743,<sos> 가격 사기 모양 차 커피 타르트 조합 안성 맞춤 <end>
6744,<sos> 가격 사기 모양 차 커피 타르트 조합 안성 맞춤 <end>
6745,<sos> 가격 사기 모양 차 커피 타르트 조합 안성 맞춤 <end>
6746,<sos> 골목 카페 깔끔 원래 곳 만족 아메리카 노 고소 <end>
6747,<sos> 골목 카페 깔끔 원래 곳 만족 아메리카 노 고소 <end>
6748,<sos> 골목 카페 깔끔 원래 곳 만족 아메리카 노 고소 <end>
6749,<sos> 아이 파크 몰 타르타르 타르트 전문점 차 타르트 일 타르 지 사람 조용 이야기 나누기 <end>
6750,<sos> 아이 파크 몰 타르타르 타르트 전문점 차 타르트 일 타르 지 사람 조용 이야기 나누기 <end>
6751,<sos> 아이 파크 몰 타르타르 타르트 전문점 차 타르트 일 타르 지 사람 조용 이야기 나누기 <end>
6752,<sos> 지점 사람 조용 아이 파크 몰 쇼핑 위치 시 처 바나나 타르트 샌드위치 세트 스프 샐러드 라 든든 커피 일회용 잔 가격 <end>
6753,<sos> 지점 사람 조용 아이 파크 몰 쇼핑 위치 시 처 바나나 타르트 샌드위치 세트 스프 샐러드 라 든든 커피 일회용 잔 가격 <end>
6754,<sos> 지점 사람 조용 아이 파크 몰 쇼핑 위치 시 처 바나나 타르트 샌드위치 세트 스프 샐러드 라 든든 커피 일회용 잔 가격 <end>
6755,<sos> 흑당 버블 인기 화 흑 당 이유 달기 버블 가 득 크기 기분 체인 곳 <end>
6756,<sos> 흑당 버블 인기 화 흑 당 이유 달기 버블 가 득 크기 기분 체인 곳 <end>
6757,<sos> 흑당 버블 인기 화 흑 당 이유 달기 버블 가 득 크기 기분 체인 곳 <end>
6758,<sos> 밀크 버블 단것 방문 내부 테이크 아웃 손색 <end>
6759,<sos> 밀크 버블 단것 방문 내부 테이크 아웃 손색 <end>
6760,<sos> 밀크 버블 단것 방문 내부 테이크 아웃 손색 <end>
6761,<sos> 패키지 맛 아이스크림 도 득 라미 수도 촉촉 <end>
6762,<sos> 패키지 맛 아이스크림 도 득 라미 수도 촉촉 <end>
6763,<sos> 패키지 맛 아이스크림 도 득 라미 수도 촉촉 <end>
6764,<sos> 이탈리아 로마 유명 해 커피 값 맛 무난 난해 <end>
6765,<sos> 이탈리아 로마 유명 해 커피 값 맛 무난 난해 <end>
6766,<sos> 이탈리아 로마 유명 해 커피 값 맛 무난 난해 <end>
6767,<sos> 오랜만 라 떼 분위기 커피잔 <end>
6768,<sos> 오랜만 라 떼 분위기 커피잔 <end>
6769,<sos> 오랜만 라 떼 분위기 커피잔 <end>
6770,<sos> 카페 곰돌이 샷 놋 북 수다 떨기 사시 분 추천 <end>
6771,<sos> 카페 곰돌이 샷 놋 북 수다 떨기 사시 분 추천 <end>
6772,<sos> 카페 곰돌이 샷 놋 북 수다 떨기 사시 분 추천 <end>
6773,<sos> 힙 조명 디저트 카페 쿠키 아메리카 노랑 무엇 핑크색 조명 눈 힙 분위기 거울 내부 좌석 테이블 사람 조명 눈 조명 아메리카 노 도넛 종류 햄버거 새 도넛 메뉴 포장 방문 도넛 쿠키 겉 <end>
6774,<sos> 힙 조명 디저트 카페 쿠키 아메리카 노랑 무엇 핑크색 조명 눈 힙 분위기 거울 내부 좌석 테이블 사람 조명 눈 조명 아메리카 노 도넛 종류 햄버거 새 도넛 메뉴 포장 방문 도넛 쿠키 겉 <end>
6775,<sos> 힙 조명 디저트 카페 쿠키 아메리카 노랑 무엇 핑크색 조명 눈 힙 분위기 거울 내부 좌석 테이블 사람 조명 눈 조명 아메리카 노 도넛 종류 햄버거 새 도넛 메뉴 포장 방문 도넛 쿠키 겉 <end>
6776,<sos> 예전 때 카스 테라 맛 고급 맛 가격 향수 이상 구매 컵 아이스크림 무료 제공 아이스크림 깔끔 <end>
6777,<sos> 예전 때 카스 테라 맛 고급 맛 가격 향수 이상 구매 컵 아이스크림 무료 제공 아이스크림 깔끔 <end>
6778,<sos> 예전 때 카스 테라 맛 고급 맛 가격 향수 이상 구매 컵 아이스크림 무료 제공 아이스크림 깔끔 <end>
6779,<sos> 복합 문화 공간 유서 빵집 모나카 서점 소품 샵 꽃 가게 공간 복합 문화 공간 물건 음식 유의 조용 분위기 따뜻 빛 조명 무료 태극 빵집 유명 그중 모나카 유명 하다 맛 평가 아이스크림 과자 모나카 베 향 기분 집 베 가격 훌륭 어른 서울 도심 카페 가격 손바닥 하다 손바닥 미안 아이 폰 하다 적절 아담 사이즈 사진 방문 후기 동안 모나카 입 법 샹들리에 스타 감성 카페 의자 집 샹들리에 사진 실물 기사 샹들리에 전통 주목 사진 알바 생 손님 아이스크림 불만 지로 입구 나름 <end>
6780,<sos> 복합 문화 공간 유서 빵집 모나카 서점 소품 샵 꽃 가게 공간 복합 문화 공간 물건 음식 유의 조용 분위기 따뜻 빛 조명 무료 태극 빵집 유명 그중 모나카 유명 하다 맛 평가 아이스크림 과자 모나카 베 향 기분 집 베 가격 훌륭 어른 서울 도심 카페 가격 손바닥 하다 손바닥 미안 아이 폰 하다 적절 아담 사이즈 사진 방문 후기 동안 모나카 입 법 샹들리에 스타 감성 카페 의자 집 샹들리에 사진 실물 기사 샹들리에 전통 주목 사진 알바 생 손님 아이스크림 불만 지로 입구 나름 <end>
6781,<sos> 복합 문화 공간 유서 빵집 모나카 서점 소품 샵 꽃 가게 공간 복합 문화 공간 물건 음식 유의 조용 분위기 따뜻 빛 조명 무료 태극 빵집 유명 그중 모나카 유명 하다 맛 평가 아이스크림 과자 모나카 베 향 기분 집 베 가격 훌륭 어른 서울 도심 카페 가격 손바닥 하다 손바닥 미안 아이 폰 하다 적절 아담 사이즈 사진 방문 후기 동안 모나카 입 법 샹들리에 스타 감성 카페 의자 집 샹들리에 사진 실물 기사 샹들리에 전통 주목 사진 알바 생 손님 아이스크림 불만 지로 입구 나름 <end>
6782,<sos> 아메리카 노 저렴 라 떼 아이스 따뜻 가격 동 아메리카 노 라 떼 <end>
6783,<sos> 아메리카 노 저렴 라 떼 아이스 따뜻 가격 동 아메리카 노 라 떼 <end>
6784,<sos> 아메리카 노 저렴 라 떼 아이스 따뜻 가격 동 아메리카 노 라 떼 <end>
6785,<sos> 사당 태양 커피 다 간단 호로 록 회전율 슈페너 <end>
6786,<sos> 사당 태양 커피 다 간단 호로 록 회전율 슈페너 <end>
6787,<sos> 사당 태양 커피 다 간단 호로 록 회전율 슈페너 <end>
6788,<sos> 가게 좌석 시간대 단점 커피 존 맛 맛 개성 근처 때 <end>
6789,<sos> 가게 좌석 시간대 단점 커피 존 맛 맛 개성 근처 때 <end>
6790,<sos> 가게 좌석 시간대 단점 커피 존 맛 맛 개성 근처 때 <end>
6791,<sos> 성수동 무인 카페 가게 커피 맛 무엇 가격 원두 프랑스 이태리 원두 가격 무인 카페 강추 <end>
6792,<sos> 성수동 무인 카페 가게 커피 맛 무엇 가격 원두 프랑스 이태리 원두 가격 무인 카페 강추 <end>
6793,<sos> 성수동 무인 카페 가게 커피 맛 무엇 가격 원두 프랑스 이태리 원두 가격 무인 카페 강추 <end>
6794,<sos> 테이크 아웃 전문점 음료 사면 미니 케이크 아이스크림 무료 양도 <end>
6795,<sos> 테이크 아웃 전문점 음료 사면 미니 케이크 아이스크림 무료 양도 <end>
6796,<sos> 테이크 아웃 전문점 음료 사면 미니 케이크 아이스크림 무료 양도 <end>
6797,<sos> 점심시간 샌드위치 식사 분 인지 메뉴 시간 <end>
6798,<sos> 점심시간 샌드위치 식사 분 인지 메뉴 시간 <end>
6799,<sos> 점심시간 샌드위치 식사 분 인지 메뉴 시간 <end>
6800,<sos> 인 스타 유명 연 남동 카페 방문 사진 인기 제가 마지막 코 생크림 코 코 분 추천 커피 밀크 음료 평범 미숫가루 맛 사실 양 얼음 깔끔 분위기 조용 <end>
6801,<sos> 인 스타 유명 연 남동 카페 방문 사진 인기 제가 마지막 코 생크림 코 코 분 추천 커피 밀크 음료 평범 미숫가루 맛 사실 양 얼음 깔끔 분위기 조용 <end>
6802,<sos> 인 스타 유명 연 남동 카페 방문 사진 인기 제가 마지막 코 생크림 코 코 분 추천 커피 밀크 음료 평범 미숫가루 맛 사실 양 얼음 깔끔 분위기 조용 <end>
6803,<sos> 와플 맛 평범 친절 앞 양재 산책 가기 <end>
6804,<sos> 와플 맛 평범 친절 앞 양재 산책 가기 <end>
6805,<sos> 와플 맛 평범 친절 앞 양재 산책 가기 <end>
6806,<sos> 언덕 위쪽 위치 차 경관 압도 폰 카 고요 성곽 뷰 층 루프 탑 주말 만석 처 블랙 커피 시럽 단 커피 특별 곳 사람 편안 카페 <end>
6807,<sos> 언덕 위쪽 위치 차 경관 압도 폰 카 고요 성곽 뷰 층 루프 탑 주말 만석 처 블랙 커피 시럽 단 커피 특별 곳 사람 편안 카페 <end>
6808,<sos> 언덕 위쪽 위치 차 경관 압도 폰 카 고요 성곽 뷰 층 루프 탑 주말 만석 처 블랙 커피 시럽 단 커피 특별 곳 사람 편안 카페 <end>
6809,<sos> 빵 빵 소세지 빵 점심시간 샌드위치 한적 산뜻 <end>
6810,<sos> 빵 빵 소세지 빵 점심시간 샌드위치 한적 산뜻 <end>
6811,<sos> 빵 빵 소세지 빵 점심시간 샌드위치 한적 산뜻 <end>
6812,<sos> 예술인 명소 트리 피케이 반대 운동 상징 경리 길 입구 <end>
6813,<sos> 예술인 명소 트리 피케이 반대 운동 상징 경리 길 입구 <end>
6814,<sos> 예술인 명소 트리 피케이 반대 운동 상징 경리 길 입구 <end>
6815,<sos> 레터링 케이크 관심 동네 근처 디저트 집 역시나 이미지 귀염 귀 염한 레터링 맛 집 고민 나무 두개 흡입 처음 맛 무엇 조금 맛 간은 향 그레이스 콘 플레인 겉 바 속 촉 아메리카 최고 다음 레터링 케이크 주문 만큼 맛 직원 분 친절 코로나 차 한잔 혼 카페 방문 카페 협소 여럿 방문 무리 주차 감안 <end>
6816,<sos> 레터링 케이크 관심 동네 근처 디저트 집 역시나 이미지 귀염 귀 염한 레터링 맛 집 고민 나무 두개 흡입 처음 맛 무엇 조금 맛 간은 향 그레이스 콘 플레인 겉 바 속 촉 아메리카 최고 다음 레터링 케이크 주문 만큼 맛 직원 분 친절 코로나 차 한잔 혼 카페 방문 카페 협소 여럿 방문 무리 주차 감안 <end>
6817,<sos> 레터링 케이크 관심 동네 근처 디저트 집 역시나 이미지 귀염 귀 염한 레터링 맛 집 고민 나무 두개 흡입 처음 맛 무엇 조금 맛 간은 향 그레이스 콘 플레인 겉 바 속 촉 아메리카 최고 다음 레터링 케이크 주문 만큼 맛 직원 분 친절 코로나 차 한잔 혼 카페 방문 카페 협소 여럿 방문 무리 주차 감안 <end>
6818,<sos> 케이크 유명 집 케익 아메리카 노 컵 맛 가게 깔끔 인테리어 화장실 깔끔 <end>
6819,<sos> 케이크 유명 집 케익 아메리카 노 컵 맛 가게 깔끔 인테리어 화장실 깔끔 <end>
6820,<sos> 케이크 유명 집 케익 아메리카 노 컵 맛 가게 깔끔 인테리어 화장실 깔끔 <end>
6821,<sos> 커피 전체적 이제 마신 크림 모 카 에스프레소 크림 달기 크림 모 카 인생 커피 주말 사람 분위기 <end>
6822,<sos> 커피 전체적 이제 마신 크림 모 카 에스프레소 크림 달기 크림 모 카 인생 커피 주말 사람 분위기 <end>
6823,<sos> 커피 전체적 이제 마신 크림 모 카 에스프레소 크림 달기 크림 모 카 인생 커피 주말 사람 분위기 <end>
6824,<sos> 스패너 맛 특별 커피 추천 자리 흠 웨이팅 <end>
6825,<sos> 스패너 맛 특별 커피 추천 자리 흠 웨이팅 <end>
6826,<sos> 스패너 맛 특별 커피 추천 자리 흠 웨이팅 <end>
6827,<sos> 크림 모 카 플랫 화이트 맛 곳 테이크 아웃 하면 할인 <end>
6828,<sos> 크림 모 카 플랫 화이트 맛 곳 테이크 아웃 하면 할인 <end>
6829,<sos> 크림 모 카 플랫 화이트 맛 곳 테이크 아웃 하면 할인 <end>
6830,<sos> 집 곳 방문 생각 친절 메뉴 가격 대비 훌륭 <end>
6831,<sos> 집 곳 방문 생각 친절 메뉴 가격 대비 훌륭 <end>
6832,<sos> 집 곳 방문 생각 친절 메뉴 가격 대비 훌륭 <end>
6833,<sos> 분위기 칵테일 바 치즈 플레이트 훌륭 <end>
6834,<sos> 분위기 칵테일 바 치즈 플레이트 훌륭 <end>
6835,<sos> 분위기 칵테일 바 치즈 플레이트 훌륭 <end>
6836,<sos> 공부 조용 카페 층 자리 <end>
6837,<sos> 공부 조용 카페 층 자리 <end>
6838,<sos> 공부 조용 카페 층 자리 <end>
6839,<sos> 음료 디저트 정성 맛 무난 무 난 녹차 떼 위 주신 허브 이름 천장 다락방 복 소파 쿠션 짐 카페 내부 깔끔 소품 디피 수공예품 판매 화장실 밖 상가 건물 불편 <end>
6840,<sos> 음료 디저트 정성 맛 무난 무 난 녹차 떼 위 주신 허브 이름 천장 다락방 복 소파 쿠션 짐 카페 내부 깔끔 소품 디피 수공예품 판매 화장실 밖 상가 건물 불편 <end>
6841,<sos> 음료 디저트 정성 맛 무난 무 난 녹차 떼 위 주신 허브 이름 천장 다락방 복 소파 쿠션 짐 카페 내부 깔끔 소품 디피 수공예품 판매 화장실 밖 상가 건물 불편 <end>
6842,<sos> 사장님 사소 디테일 인테리어 신경 집 당 분위기 <end>
6843,<sos> 사장님 사소 디테일 인테리어 신경 집 당 분위기 <end>
6844,<sos> 사장님 사소 디테일 인테리어 신경 집 당 분위기 <end>
6845,<sos> 큰길가 위치 아지트 분위기 카페 공간 조도 편안 커피 맛 가격 <end>
6846,<sos> 큰길가 위치 아지트 분위기 카페 공간 조도 편안 커피 맛 가격 <end>
6847,<sos> 큰길가 위치 아지트 분위기 카페 공간 조도 편안 커피 맛 가격 <end>
6848,<sos> 매장 깔끔 오픈 형 주방 가격 적당 <end>
6849,<sos> 매장 깔끔 오픈 형 주방 가격 적당 <end>
6850,<sos> 매장 깔끔 오픈 형 주방 가격 적당 <end>
6851,<sos> 스위스 리 히 수제 초콜릿 공 수해 판매 카페 초콜릿 정 도로 가격 사악 자부심 대단 세트 위치 별 마당 도서관 층 코 엑스 맞은편 <end>
